#Deutsch	Furigana	Romaji	Type	Baseform	Romaji  
Es gibt einen Teller und ein Glas.	お 皿[さら]とコップがあります。	Osara to koppu ga arimasu.	Beispielsatz		
Bist du hungrig? (Ist der Magen leer geworden?)	お 腹[なか]が 空[す]きましたか。	Onaka ga sukimashita ka.	Beispielsatz		
Ich bin überhaupt nicht hungrig. (Der Magen ist überhaupt nicht leer.)	全[ぜん]然[ぜん]お 腹[なか]が 空[す]きません。	Zenzen onaka ga sukimasen.	Beispielsatz		
Ein Messer, bitte.	ナイフをください。	Naifu o kudasai.	Beispielsatz		
Zwei Löffel, bitte.	スプーンを 二[ふた]つください。	Supuun o futatsu kudasai.	Beispielsatz		
Eine Gabel, bitte.	フォークを 一本[いっぽん]ください。	Fooku o ippon kudasai.	Beispielsatz		
Diese Schüssel ist preiswert.	このボウルは 安[やす]いです。	Kono bouru wa yasui desu.	Beispielsatz		
Ich möchte Sushi.	お 寿[す]司[し]が 欲[ほ]しいです。	Osushi ga hoshii desu.	Beispielsatz		
Ich esse Sushi mit einer Gabel.	フォークで 寿[す]司[し]を 食[た]べます。	Fooku de sushi o tabemasu.	Beispielsatz		
Ich benutze ein Messer.	ナイフを 使[つか]います。	Naifu o tsukaimasu.	Beispielsatz		
Ein Reisschälchen, bitte.	茶[ちゃ]碗[わん]をください。	Chawan o kudasai.	Beispielsatz		
Es tut mir wirklich leid.	本[ほん]当[とう]にすみません。	Hontou ni sumimasen.	Beispielsatz		
Die Hälfte, bitte.	半[はん]分[ぶん]ください。	Hanbun kudasai.	Beispielsatz		
Gibt es Reisschälchen?	茶[ちゃ]碗[わん]はありますか。	Chawan wa arimasu ka.	Beispielsatz		
Vier Gläser, bitte.	グラスを 四[よっ]つください。	Gurasu o yottsu kudasai.	Beispielsatz		
Mein Lieblingsessen ist Sushi.	私[わたし]の 好[こう]物[ぶつ]は 寿[す]司[し]です。	Watashi no koubutsu wa sushi desu.	Beispielsatz		
Was ist dein Lieblingsessen?	あなたの 好[こう]物[ぶつ]は 何[なん]ですか。	Anata no koubutsu wa nan desu ka.	Beispielsatz		
Sein Lieblingsessen ist Curry.	彼[かれ]の 好[こう]物[ぶつ]はカレーです。	Kare no koubutsu wa karee desu.	Beispielsatz		
Wein, bitte.	ワインをください。	Wain o kudasai.	Beispielsatz		
Diese Trauben sind süß.	このぶどうは 甘[あま]いです。	Kono budou wa amai desu.	Beispielsatz		
Wir machen Wein aus Trauben.	私[わたし]たち は ぶどう から ワイン を 作[つく]ります。	Watashi tachi wa budou kara wain o tsukurimasu.	Beispielsatz		
Weißwein, bitte.	白[しろ]ワインをください。	Shiro wain o kudasai.	Beispielsatz		
Rotwein, bitte.	赤[あか]ワインをください。	Aka wain o kudasai.	Beispielsatz		
Zitronen sind sauer.	レモンは 酸[す]っぱいです。	Remon wa suppai desu.	Beispielsatz		
Dieser Apfel ist sauer.	このりんごは 酸[す]っぱいです。	Kono ringo wa suppai desu.	Beispielsatz		
Die Suppe ist sehr salzig.	スープはとても 塩[しょ]っぱいです。	Suupu wa totemo shoppai desu.	Beispielsatz		
Diese Suppe ist nicht sehr salzig.	このスープはあまり 塩[しょ]っぱくないです。	Kono suupu wa amari shoppakunai desu.	Beispielsatz		
Diese Zitrone ist nicht sehr sauer.	このレモンはあまり 酸[す]っぱくないです。	Kono remon wa amari suppakunai desu.​	Beispielsatz		
Ich habe drei Zitronen gekauft.	レモンを 三[さん]個[こ]買[か]いました。	Remon o sanko kaimashita.	Beispielsatz		
Zwei Essstäbchen, bitte.	お 箸[はし]を 二本[にほん]ください。	Ohashi o nihon kudasai.	Beispielsatz		
Bitte (gib mir) die Hälfte deines Currys.	あなたのカレーを 半[はん]分[ぶん]ください。	Anata no karee o hanbun kudasai.	Beispielsatz		
Ich bin wirklich hungrig. (Der Magen ist wirklich leer geworden.)	本[ほん]当[とう]にお 腹[なか]が 空[す]きました。	Hontou ni onaka ga sukimashita.	Beispielsatz		
Ein halbes Schälchen Reis, bitte.	ご 飯[はん]を 茶[ちゃ]碗[わん]半[はん]分[ぶん]ください。	Gohan o chawan hanbun kudasai.	Beispielsatz		
Es dauert einen Tag.	一[いち]日[にち]かかります。	Ichinichi kakarimasu.	Beispielsatz		
Es dauert zwei Tage.	二日[ふつか]かかります。	Futsuka kakarimasu.	Beispielsatz		
Es dauert vier Tage.	四日[よっか]かかります。	Yokka kakarimasu.	Beispielsatz		
Es hat drei Tage gedauert.	三日[みっか]かかりました。	Mikka kakarimashita.	Beispielsatz		
Es hat fünf Tage gedauert.	五日[いつか]かかりました。	Itsuka kakarimashita.	Beispielsatz		
Heute ist der 2. Februar.	今日[きょう]は 二[に]月[がつ]二日[ふつか]です。	Kyou wa nigatsu futsuka desu.	Beispielsatz		
Heute ist der 1. Januar.	今日[きょう]は 一[いち]月[がつ]一日[ついたち]です。	Kyou wa ichigatsu tsuitachi desu.	Beispielsatz		
Gestern war der 3. Oktober.	昨日[きのう]は 十[じゅう]月[がつ]三日[みっか]でした。	Kinou wa juugatsu mikka deshita.	Beispielsatz		
Der 5. Mai ist ein Donnerstag.	五[ご]月[がつ]五日[いつか]は 木[もく]曜[よう]日[び]です。	Gogatsu itsuka wa mokuyoubi desu.	Beispielsatz		
Welcher Wochentag ist der 5. Mai?	五[ご]月[がつ]五日[いつか]は 何[なん]曜[よう]日[び]ですか。	Gogatsu itsuka wa nanyoubi desu ka.	Beispielsatz		
Welcher Wochentag ist der 4. April?	四月[しがつ]四日[よっか]は 何[なん]曜[よう]日[び]ですか。	Shigatsu yokka wa nanyoubi desu ka.	Beispielsatz		
Es dauert ein Jahr.	一[いち]年[ねん]かかります。	Ichinen kakarimasu.	Beispielsatz		
Der Samstag dieser Woche ist der 9. September.	今[こん]週[しゅう]の 土[ど]曜[よう]日[び]は 九月[くがつ]九日[ここのか]です。	Konshuu no doyoubi wa kugatsu kokonoka desu.	Beispielsatz		
Welcher Wochentag ist der 7. Juli?	七月[しちがつ]七日[なのか]は 何[なん]曜[よう]日[び]ですか。	Shichigatsu nanoka wa nanyoubi desu ka.	Beispielsatz		
Der 10. Oktober ist ein Dienstag.	十[じゅう]月[がつ]十日[とおか]は 火[か]曜[よう]日[び]です。	Juugatsu tooka wa kayoubi desu.	Beispielsatz		
Gestern war der 6. Juni.	昨日[きのう]は 六[ろく]月[がつ]六日[むいか]でした。	Kinou wa rokugatsu muika deshita.	Beispielsatz		
Welcher Wochentag ist der 8. August?	八[はち]月[がつ]八日[ようか]は 何[なん]曜[よう]日[び]ですか。	Hachigatsu youka wa nanyoubi desu ka.	Beispielsatz		
Welches Jahr ist nächstes Jahr?	来[らい]年[ねん]は 何[なん]年[ねん]ですか。	Rainen wa nannen desu ka.	Beispielsatz		
Was machst du nächstes Jahr?	来[らい]年[ねん]は 何[なに]をしますか。	Rainen wa nani o shimasu ka.	Beispielsatz		
Ich habe dieses Jahr viel Ramen gegessen.	今年[ことし]はよくラーメンを 食[た]べました。	Kotoshi wa yoku raamen o tabemashita.	Beispielsatz		
Es dauerte zwanzig Tage.	二十日[はつか]はかかりました。	Hatsuka wa kakarimashita.	Beispielsatz		
Das letzte Jahr war ein gutes Jahr.	去[きょ]年[ねん]は いい 年[とし]でした。	Kyonen wa ii toshi deshita.	Beispielsatz		
Heute ist der 20. Oktober.	今日[きょう]は 十[じゅう]月[がつ]二十日[はつか]です。	Kyou wa juugatsu hatsuka desu.	Beispielsatz		
Was hast du letztes Jahr gemacht?	去[きょ]年[ねん]は 何[なに]を しましたか。	Kyonen wa nani o shimashita ka.	Beispielsatz		
Morgen ist der 20. Dezember.	明[あ]日[した]は 十[じゅう]二[に]月[がつ]二十日[はつか]です。	Ashita wa juunigatsu hatsuka desu.	Beispielsatz		
Wir schlafen jedes Jahr 2920 Stunden.	私[わたし]たちは 毎[まい]年[とし]、 二[に]千[せん]九[きゅう]百[ひゃく]二[に]十[じゅう]時[じ]間[かん]寝[ね]ます。	Watashi tachi wa maitoshi, ni sen kyuu hyaku ni juu jikan nemasu.	Beispielsatz		
Ich reise jedes Jahr in die USA.	毎[まい]年[とし]アメリカへ旅[りょ]行[こう]に 行[い]きます。	Maitoshi Amerika e ryokou ni ikimasu.	Beispielsatz		
Ich schwimme jeden Monat.	毎[まい]月[つき]泳[およ]ぎます。	Maitsuki oyogimasu.	Beispielsatz		
Ich trinke jeden Abend Alkohol.	毎[まい]晩[ばん] お 酒[さけ]を 飲[の]みます。	Maiban osake o nomimasu.	Beispielsatz		
Welches Jahr ist das übernächste Jahr?	再[さ]来[らい]年[ねん]は 何[なん]年[ねん]ですか。	Sarainen wa nannen desu ka.	Beispielsatz		
Es dauert elf Monate.	十[じゅう]一ヶ月[いっかげつ]かかります。	Juu ikkagetsu kakarimasu.	Beispielsatz		
Es dauerte zwölf Monate.	十[じゅう]二ヶ月[にかげつ]かかりました。	Juu nikagetsu kakarimashita.	Beispielsatz		
Welches Jahr war das vorletzte Jahr?	一昨年[おととし]は 何[なん]年[ねん]でしたか。	Ototoshi wa nannen deshita ka.	Beispielsatz		
Ich gehe jeden Monat (raus) zur Bank.	毎[まい]月[つき]銀[ぎん]行[こう]へ 出[で]かけます。	Maitsuki ginkou e dekakemasu.	Beispielsatz		
Ich trinke jeden Abend Milch.	毎[まい]晩[ばん]牛[ぎゅう]乳[にゅう]を 飲[の]みます。	Maiban gyuunyuu o nomimasu.	Beispielsatz		
Es dauerte zehn Monate.	十ヶ月[じゅっかげつ]かかりました。	Jukkagetsu kakarimashita.	Beispielsatz		
Das vorletzte Jahr war ein schlechtes Jahr.	一昨年[おととし]は 悪[わる]い 年[とし]でした。	Ototoshi wa warui toshi deshita.	Beispielsatz		
Ich werde übernächstes Jahr zur Universität gehen.	再[さ]来[らい]年[ねん]は 大[だい]学[がく]に 行[い]きます。	Sarainen wa daigaku ni ikimasu.	Beispielsatz		
Sollen wir morgen zusammen ausgehen?	明[あ]日[した]一[いっ]緒[しょ]に 出[で]かけましょうか。	Ashita issho ni dekakemashou ka.	Beispielsatz		
Es dauert drei Wochen.	三[さん]週[しゅう]間[かん]かかります。	San shuukan kakarimasu.	Beispielsatz		
Es dauert eine Woche.	一[いっ]週[しゅう]間[かん]かかります。	Isshuukan kakarimasu.	Beispielsatz		
Heute ist mein Geburtstag.	今日[きょう]は 誕[たん]生[じょう]日[び]です。	Kyou wa tanjoubi desu.	Beispielsatz		
Wann ist dein Geburtstag?	あなたの 誕[たん]生[じょう]日[び]は いつ ですか。	Anata no tanjoubi wa itsu desu ka.	Beispielsatz		
Alles Gute zum Geburtstag!	お 誕[たん]生[じょう]日[び]おめでとう！	Otanjoubi omedetou!	Beispielsatz		
Heute ist dein Geburtstag, richtig?	今日[きょう]はあなたの 誕[たん]生[じょう]日[び]ですよね？	Kyou wa anata no tanjoubi desu yo ne?	Beispielsatz		
Nach dem Duschen gehe ich aus.	シャワーを 浴[あ]びて から 出[で]かけます。	Shawaa o abite kara dekakemasu.	Beispielsatz		
Lass uns die Wäsche und danach das Reinemachen machen.	洗[せん]濯[たく]して それから 掃[そう]除[じ]しましょう。	Sentaku shite sorekara souji shimashou.	Beispielsatz		
Uhr	時計[とけい]	tokei	Vokabel-Nomen		
Geld /höflich/	お 金[かね]	okane	Vokabel-Nomen		
Gepäck	荷[に]物[もつ]	nimotsu	Vokabel-Nomen		
Arm	腕[うで]	ude	Vokabel-Nomen		
Armbanduhr	腕[うで]時計[どけい]	udedokei	Vokabel-Nomen		
bekommen, erhalten /höflich/	もらいます	moraimasu	Vokabel-Verb-5st	もらう	morau
bekommen haben, erhalten haben /höflich/	もらいました	moraimashita	Vokabel-Verb-5st	もらう	morau
so ein, solch ein	こんな	konna	Vokabel-Sonst		
etwas anderes, jmd. anderes; anderer Ort	他[ほか]	hoka	Vokabel-Nomen		
außer, noch dazu, daneben, zusätzlich, außerdem	他[ほか]に	hoka ni	Vokabel-Expr		
sonst auch, darüber hinaus	他[ほか]にも	hoka ni mo	Vokabel-Expr		
Geldbörse /höflich/	お 財[さい]布[ふ]	osaifu	Vokabel-Nomen		
unverwüstlich, haltbar, langlebig, robust, dauerhaft	丈[じょう]夫[ぶ]	joubu	Vokabel-Adj-na		
schwer	重[おも]い	omoi	Vokabel-Adj-i		
leicht(gewichtig)	軽[かる]い	karui	Vokabel-Adj-i		
nicht schwer	重[おも]くない	omokunai	Vokabel-Adj-i		
nicht leicht(gewichtig)	軽[かる]くない	karukunai	Vokabel-Adj-i		
geben, schenken /höflich/	あげます	agemasu	Vokabel-Verb-1st	あげる	ageru
hineintun, einzahlen /höflich/	入[い]れます	iremasu	Vokabel-Verb-1st	入[い]れる	ireru
wichtig; wertvoll	大[たい]切[せつ]	taisetsu	Vokabel-Adj-na		
für	にとって	ni totte	Vokabel-Expr		
herausholen, herausnehmen /höflich/	出[だ]します	dashimasu	Vokabel-Verb-5st	出[だ]す	dasu
Bäckerei	パン 屋[や]	panya	Vokabel-Nomen		
tragen, halten /höflich/	持[も]ちます	mochimasu	Vokabel-Verb-5st	持[も]つ	motsu
wir sollten tragen, lass uns tragen /höflich/	持[も]ちましょう	mochimashou	Vokabel-Verb-5st	持[も]つ	motsu
anders, verschieden, abweichend (sein)	違[ちが]う	chigau	Vokabel-Verb-5st	違[ちが]う	chigau
gleich, identisch	同[おな]じ	onaji	Vokabel-Nomen		
/Höflichkeits-Präfix/	お	o	Vokabel-Sonst		
Tasche /alt. Katakana-Schreibung/	カバン	kaban	Vokabel-Katakana		
Diese Blume ist weiß. /unhöflich/	この 花[はな]は 白[しろ]い。	Kono hana wa shiroi.	Beispielsatz		
Dies ist eine wunderschöne Blume, nicht wahr?	これは 綺[き]麗[れい]な 花[はな]ですね。	Kore wa kireina hana desu ne.	Beispielsatz		
Ich habe jetzt kein Geld.	今[いま]お 金[かね]がありません。	Ima okane ga arimasen.	Beispielsatz		
Ich werde eine Uhr kaufen.	時計[とけい]を 買[か]います。	Tokei o kaimasu.	Beispielsatz		
Was für eine Armbanduhr wünschen Sie?	どんな 腕[うで]時計[どけい]が 欲[ほ]しいですか。	Donna udedokei ga hoshii desu ka.	Beispielsatz		
Haben Sie Gepäck?	荷[に]物[もつ]はありますか。	Nimotsu wa arimasu ka.	Beispielsatz		
Das Gepäck ist im Auto.	荷[に]物[もつ]は 車[くるま]の 中[なか]にあります。	Nimotsu wa kuruma no naka ni arimasu.	Beispielsatz		
Diese Armbanduhr ist niedlich.	この 腕[うで]時計[どけい]は かわいいです。	Kono udedokei wa kawaii desu.	Beispielsatz		
Gibt es viel Gepäck?	荷[に]物[もつ]は 多[おお]いですか。	Nimotsu wa ooi desu ka.	Beispielsatz		
Ich kaufe verschiedene Dinge.	色々[いろいろ]買[か]います。	Iroiro kaimasu.	Beispielsatz		
Wer kommt sonst/außerdem noch?	他[ほか]に 誰[だれ]が 来[き]ますか。	Hoka ni dare ga kimasu ka.	Beispielsatz		
Ich habe Schuhe von meinem Vater bekommen.	父[ちち]に 靴[くつ]をもらいました。	Chichi ni kutsu o moraimashita.	Beispielsatz		
Das dort gehört ihr. / Das dort sind ihre Sachen.	あれは 彼[かの]女[じょ]の 物[もの]です。	Are wa kanojo no mono desu.	Beispielsatz		
Dies ist meins. / Dies sind meine Sachen.	これは 私[わたし]の 物[もの]です。	Kore wa watashi no mono desu.	Beispielsatz		
Ich werde einen Rock von meiner älteren Schwester bekommen.	姉[あね]にスカートをもらいます。	Ane ni sukaato o moraimasu.	Beispielsatz		
Dieser Laden hat verschiedene Arten von Taschen.	この 店[みせ]は 鞄[かばん]が 色々[いろいろ]あります。	Kono mise wa kaban ga iroiro arimasu.	Beispielsatz		
Es gibt auch andere Dinge dieser Art.	他[ほか]にもこんな 物[もの]があります。	Hoka ni mo konna mono ga arimasu.	Beispielsatz		
Es gibt keine andere Uhr, die so niedlich ist wie diese.	こんなにかわいい 時計[とけい]は 他[ほか]にありません。	Konna ni kawaii tokei wa hoka ni arimasen.	Beispielsatz		
Ich möchte verschiedene Dinge.	色々[いろいろ]欲[ほ]しいです。	Iroiro hoshii desu.	Beispielsatz		
Danke für alles.	色々[いろいろ]ありがとう。	Iroiro arigatou.	Beispielsatz		
Diese Geldbörse habe ich von meiner Mutter erhalten.	このお 財[さい]布[ふ]は 母[はは]にもらいました。	Kono osaifu wa haha ni moraimashita.	Beispielsatz		
Was möchten Sie sonst noch?	他[ほか]に 何[なに]が 欲[ほ]しいですか。	Hoka ni nani ga hoshii desu ka.	Beispielsatz		
Ist es schwer?	重[おも]いですか。	Omoi desu ka.	Beispielsatz		
Es ist nicht schwer.	重[おも]くないです。	Omokunai desu.	Beispielsatz		
Dieses Gepäck ist leicht.	この 荷[に]物[もつ]は 軽[かる]いです。	Kono nimotsu wa karui desu.	Beispielsatz		
Ich habe eine langlebige Uhr gekauft.	丈[じょう]夫[ぶ]な 腕[うで]時計[どけい]を 買[か]いました。	Joubuna udedokei o kaimashita.	Beispielsatz		
Diese Geldbörse ist unverwüstlich.	この 財[さい]布[ふ]は 丈[じょう]夫[ぶ]です。	Kono saifu wa joubu desu.	Beispielsatz		
Sie hat einen robusten Computer gekauft.	彼[かの]女[じょ]は 丈[じょう]夫[ぶ]な パソコン を 買[か]いました。	Kanojo wa joubuna pasokon o kaimashita.	Beispielsatz		
Es ist nicht leicht(gewichtig), weißt du.	軽[かる]くないですよ。	Karukunai desu yo.	Beispielsatz		
Behandle es sorgfältig. / Pass gut darauf auf.	大[たい]切[せつ]にしてね。	Taisetsu ni shite ne.	Beispielsatz		
Ich werde Geld einzahlen.	お 金[かね]を 入[い]れます。	Okane o iremasu.	Beispielsatz		
Ich schenke Frau Tanaka Blumen.	田[た]中[なか]さんに 花[はな]をあげます。	Tanaka-san ni hana o agemasu.	Beispielsatz		
Ich nehme eine Blume aus dem Hut.	帽子[ぼうし]から 花[はな]を 出[だ]します。	Boushi kara hana o dashimasu.	Beispielsatz		
Dies ist wichtig für sie. / Das ist ihr wichtig.	これは 彼[かの]女[じょ]にとって 大[たい]切[せつ]です。	Kore wa kanojo ni totte taisetsu desu.	Beispielsatz		
Ist dir Geld wichtig?	あなたにとってお 金[かね]は 大[たい]切[せつ]ですか。	Anata ni totte okane wa taisetsu desu ka.	Beispielsatz		
Ich werde die Geldbörse in die Tasche hineintun/stecken.	鞄[かばん]に 財[さい]布[ふ]を 入[い]れます。	Kaban ni saifu o iremasu.	Beispielsatz		
Ich schenke meiner Mutter eine Armbanduhr.	母[はは]に 腕[うで]時計[どけい]をあげます。	Haha ni udedokei o agemasu.	Beispielsatz		
Ich liebe Shopping.	私[わたし]は 買[か]い 物[もの]が 大[だい]好[す]きです。	Watashi wa kaimono ga daisuki desu.	Beispielsatz		
Ich habe Brot in der Bäckerei gekauft.	パン 屋[や]でパンを 買[か]いました。	Panya de pan o kaimashita.	Beispielsatz		
Ich trage die Tasche meiner jüngeren Schwester.	妹[いもうと]の 鞄[かばん]を 持[も]ちます。	Imouto no kaban o mochimasu.	Beispielsatz		
Soll ich die Tasche tragen?	カバンを 持[も]ちましょうか。	Kaban o mochimashou ka.	Beispielsatz		
Die Farbe ist schön, nicht wahr?	色[いろ]がいいですね。	Iro ga ii desu ne.	Beispielsatz		
Ich möchte eine andere Tasche.	違[ちが]う カバンが 欲[ほ]しいです。	Chigau kaban ga hoshii desu.	Beispielsatz		
Ich möchte eine Tasche in einer anderen Farbe.	違[ちが]う 色[いろ]のカバンが 欲[ほ]しいです。	Chigau iro no kaban ga hoshii desu.	Beispielsatz		
